89,76,81,9,3,7,6,2,2,20,3,3,8,4,3,4,4,0,29,7,12,2,5,8,2,8,7,1,1,3,0,0,25,8,1,6,2,5,1,1,3,18,7,2,3,8,7,6,3,15,4,12,15,13,18,11,12,20,12,13,6,7,11,14,19,10,12,11,12,0,0,0,0,0,4,13,6,5,0
0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,9,6,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,7,2,0,2,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,12,4,3,4,1,2,15,4,3,6,3,2,4,1,5,2,1,4,1,2,1,0,0,1,0,0,0,5,5,0,0,3,0,0,0,1,5,0,2,0,0,4,0,0,0,0,2,2,0,0,0,0,3,8,0,5,3,2,0,0,0,3,0,3,0,0,13,10,21,4,10,2,0,0,0,10
89,80,102,21,7,10,10,3,4,35,7,6,14,7,5,8,7,5,31,11,16,12,13,10,2,8,8,2,5,4,5,5,25,8,4,6,2,5,2,6,3,21,12,2,7,8,7,6,3,17,6,12,15,13,18,14,20,20,17,16,10,7,11,18,26,17,17,11,14,13,10,21,4,10,6,13,6,5,10
95,76,81,9,3,7,6,2,2,20,3,3,8,4,3,4,4,0,29,9,12,2,5,8,2,8,7,0,1,3,0,0,25,8,1,6,2,5,0,0,3,18,7,2,3,8,7,6,3,15,4,12,27,13,18,11,14,24,12,18,6,7,11,13,14,10,12,11,12,0,0,0,0,0,4,13,6,5,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,9,6,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,12,4,3,4,1,0,15,4,3,6,3,0,4,0,5,2,1,4,1,0,1,0,0,1,0,0,0,5,5,0,0,3,0,0,0,1,5,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,3,8,0,5,3,2,0,0,0,0,0,3,0,0,13,10,21,4,10,2,0,0,0,10
95,76,102,21,7,10,10,3,2,35,7,6,14,7,3,8,6,5,31,13,16,12,11,9,2,8,8,0,5,4,5,5,25,8,4,6,2,5,1,5,3,21,12,2,7,8,7,6,3,15,6,12,27,13,18,14,22,24,17,21,10,7,11,17,14,17,17,11,14,13,10,21,4,10,6,13,6,5,10
108,79,81,9,3,7,6,0,0,20,3,3,8,4,3,4,4,0,29,8,12,2,5,8,0,8,7,0,1,3,0,0,25,8,0,6,2,5,1,0,3,18,7,2,3,8,7,6,3,15,4,12,23,13,18,11,14,24,12,18,6,7,11,14,23,10,12,11,12,0,0,0,0,0,4,13,6,5,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,9,6,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,12,4,3,0,0,0,15,4,3,6,0,2,4,0,0,2,1,4,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,0,5,0,2,0,0,0,3,0,3,0,0,13,10,21,4,10,2,0,0,0,10
108,81,102,21,7,10,6,0,0,35,7,6,14,4,5,8,6,0,31,12,16,11,11,9,0,8,7,0,5,4,5,5,25,8,3,6,2,5,1,5,3,18,12,2,7,8,7,6,3,15,4,12,23,13,18,14,22,24,17,18,10,7,11,18,30,17,17,11,12,13,10,21,4,10,6,13,6,5,10
