0,32,51,3,3,1,3,2,2,10,3,3,8,4,3,4,4,0,29,2,12,2,2,7,2,8,7,1,1,3,0,0,25,8,1,6,2,5,1,1,3,18,7,2,3,8,7,4,3,8,4,11,4,7,11,8,6,11,8,9,6,7,3,8,2,10,10,8,6,0,0,0,0,0,4,13,6,5,0
0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,3,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,7,2,0,2,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,86,48,18,4,9,7,1,2,25,4,3,6,3,2,4,1,5,2,31,4,9,8,2,0,0,1,0,0,0,5,5,0,0,3,0,0,0,1,5,0,2,0,0,4,0,0,2,0,9,2,1,18,6,7,6,16,13,9,12,2,0,8,6,24,0,5,3,6,13,10,21,4,10,2,0,0,0,10
0,122,102,21,7,10,10,3,4,35,7,6,14,7,5,8,7,5,31,36,16,12,13,10,2,8,8,2,5,4,5,5,25,8,4,6,2,5,2,6,3,21,12,2,7,8,7,6,3,17,6,12,22,13,18,14,22,24,17,21,10,7,11,18,30,17,17,11,14,13,10,21,4,10,6,13,6,5,10
0,37,50,3,3,4,4,2,2,2,2,2,7,3,2,1,4,0,29,3,12,2,5,7,2,8,7,1,1,3,0,0,25,8,1,6,2,5,1,1,3,18,7,2,3,8,5,6,3,9,4,8,5,10,2,11,10,7,6,8,6,4,11,7,6,10,6,11,9,0,0,0,0,0,4,13,6,5,0
0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,5,5,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,7,2,0,2,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,81,49,18,4,6,6,1,2,33,5,4,7,4,3,7,1,5,2,30,4,5,3,2,0,0,1,0,0,0,5,5,0,0,3,0,0,0,1,5,0,2,0,0,4,0,2,0,0,8,2,4,22,3,16,3,10,17,11,13,2,3,0,7,17,0,9,0,3,13,10,21,4,10,2,0,0,0,10
0,122,102,21,7,10,10,3,4,35,7,6,14,7,5,8,7,5,31,36,16,12,13,10,2,8,8,2,5,4,5,5,25,8,4,6,2,5,2,6,3,21,12,2,7,8,7,6,3,17,6,12,27,13,18,14,20,24,17,21,10,7,11,18,27,17,17,11,14,13,10,21,4,10,6,13,6,5,10
